Title,Title_URL,Address,Address_URL,City,Review,Price,Rating
The Federal Polytechnic Guest House,https://hotels.ng/hotel/72373-the-federal-polytechnic-guest-house-abuja,"Wuse, Abuja - 20 Messanya Street, Off Cotonou, Crescent",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦6,500
                                               avg/night
                                           ",6.2 Very Good
Lily Grand Luxury And Apartments,https://hotels.ng/hotel/1006772-lily-grand-luxury-and-apartments-abuja,"Gwarinpa, Abuja - No 95b Saadu Zugar Street, 4th Avenue, Gwarinpa",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,,"₦12,500
                                               avg/night
                                           ",
Kingsland Guest House,https://hotels.ng/hotel/1013092-kingsland-guest-house-abuja,"FCT, Abuja - Kobi Makaranta, Guzape, Asokoro Extension",https://hotels.ng/hotels-in-abuja/fct,FCT,,"₦6,055
                                               avg/night
                                           ",
Jorany ,https://hotels.ng/hotel/54596-jorany-abuja,"Wuse, Abuja - Plot 137 Adetokunbo Ademola Crescent",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦15,500
                                               avg/night
                                           ",
Ene Senior Guest Inn,https://hotels.ng/hotel/1010948-ene-senior-guest-inn,"Gwarinpa, Abuja - Back Of Crush Rock, Abuja, Gwarinpa",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,,"₦2,500
                                               avg/night
                                           ",
The Den Hotel,https://hotels.ng/hotel/1012423-theden-hotel-abuja,"Wuse II, Abuja, Abuja - 25, Kolda Street, Off Adetokunbo Ademola Crescent, Wuse II","https://hotels.ng/hotels-in-abuja/wuse-ii,-abuja","Wuse II, Abuja",,"₦24,230
                                               avg/night
                                           ",
Nakovad Hotel,https://hotels.ng/hotel/35739-nakovad-hotel-abuja,"Wuse, Abuja - Plot 5 Kabola Close, Off Sultan Abubaka Way, Behind Heritage House",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦10,000
                                               avg/night
                                           ",
Savannah Suites Hotel ,https://hotels.ng/hotel/94699-savannah-suites-hotel-resort-abuja,"Gwarinpa, Abuja - 5th Avenue Off Tai Solarin Street ",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,,,
Wallan Hotel Lounge Limited,https://hotels.ng/hotel/57766-wallan-hotel-lounge-limited-abuja,", Abuja - 5rd, Gwarinpa, Game City, 1st Avenue",https://hotels.ng/hotels-in-abuja/,,,,
Best Premier Hotel,https://hotels.ng/hotel/1242723-best-premier-hotel,"Wuse 2, Abuja - 8 Hombari Crescent Off Freetown Street",https://hotels.ng/hotels-in-abuja/wuse-2,Wuse 2,,"₦45,400
                                               avg/night
                                           ",
