Title,Title_URL,Address,Address_URL,City,Review,Price,Rating
Idyll Fountain And Gardens Hotels,https://hotels.ng/hotel/12136-idyl-fantain-and-gardens-hotels-abuja,"Wuse, Abuja - Plot 4350, Andola S, Wuse, Zone 5.",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦22,000
                                               avg/night
                                           ",
YOUR PLACE AT ASOKORO,https://hotels.ng/hotel/1005975-your-place-at-asokoro-abuja,"Asokoro, Abuja - # 1 JULIUS NYERERE CRESCENT ASOKORO",https://hotels.ng/hotels-in-abuja/asokoro,Asokoro,,,
 Ateilier Boutique Hotels,https://hotels.ng/hotel/1392914-ateilier-boutique-hotels,"Asokoro, Abuja - 12, Ukpabi Asika Street, Off Ajayi Crowther Street, Asokoro",https://hotels.ng/hotels-in-abuja/asokoro,Asokoro,,"₦70,000
                                               avg/night
                                           ",
De Pegwas Hotel,https://hotels.ng/hotel/45732-de-pegwas-hotel-rivers,"Dutse, Abuja - Plot 23 Zone 13 Second Gate, Dutse Alhaji",https://hotels.ng/hotels-in-abuja/dutse,Dutse,,"₦3,500
                                               avg/night
                                           ",6.5 Very Good
Richway Hotels,https://hotels.ng/hotel/24647-richway-hotels-abuja,"Nyanya, Abuja - Plot 129  Nyanya/Keffi Road",https://hotels.ng/hotels-in-abuja/nyanya,Nyanya,,"₦2,500
                                               avg/night
                                           ",
Charriot Hotels ,https://hotels.ng/hotel/1012444-charriot-hotels-abuja,"Asokoro, Abuja - 7, Tito Broz Street Off Jimmy Carter Street",https://hotels.ng/hotels-in-abuja/asokoro,Asokoro,,"₦20,000
                                               avg/night
                                           ",
Crest Guest House,https://hotels.ng/hotel/86842-crest-guest-house-abuja,"Mararaba, Abuja - 1, Baba Street",https://hotels.ng/hotels-in-abuja/mararaba,Mararaba,,,
Bison Guest House,https://hotels.ng/hotel/93799-bison-guest-house-abuja,"Nyanya, Abuja - Plot 7 Area A Hospital Road ",https://hotels.ng/hotels-in-abuja/nyanya,Nyanya,,"₦2,500
                                               avg/night
                                           ",
Luziana Hotels,https://hotels.ng/hotel/62562-luziana-hotels-abuja,"Utako, Abuja - Plot 206, Okotie Eboh Street, Behind Chisco Transport",https://hotels.ng/hotels-in-abuja/utako,Utako,"I really enjoyed my stay. Food  at the hotel was good, the staff were very pleasant and we...",,6.0 Very Good
Allied Suncourt Hotel Apartment,https://hotels.ng/hotel/57145-allied-suncourt-hotel-apartment-abuja,"Wuse, Abuja - 52 Harper Cresent Opposite Education Resource Centre Wuse Zone ",https://hotels.ng/hotels-in-abuja/wuse,Wuse,I really enjoyed my stay at Allied Sun Court. There was constant power supply all through ...,"₦10,750
                                               avg/night
                                           ",6.3 Very Good
L'abuja Guest Inn,https://hotels.ng/hotel/25652-abuja-guest-inn-abuja,"Maitama, Abuja - 25, Limpopo Street, Maitama, Abuja, FCT",https://hotels.ng/hotels-in-abuja/maitama,Maitama,,"₦6,200
                                               avg/night
                                           ",
Barcelona Residency,https://hotels.ng/hotel/71829-barcelona-residency-abuja,"Wuse 2, Abuja - No. 14, Blantyre Street, Off Ademola Adetokunbo Crescent, ",https://hotels.ng/hotels-in-abuja/wuse-2,Wuse 2,,"₦21,000
                                               avg/night
                                           ",
12th April Resorts Hotel,https://hotels.ng/hotel/1000695-12th-april-resorts-hotel-abuja,"Gwagwalada, Abuja - 113 Commercial Layout, Hospital Road Gwagwalada",https://hotels.ng/hotels-in-abuja/gwagwalada,Gwagwalada,"I had a nice stay at the hotel.  Everything was just perfect as it ought to be - the food,...","₦8,900
                                               avg/night
                                           ",6.7 Very Good
Arcade Club Suites,https://hotels.ng/hotel/22595-arcade-club-suites-abuja,"Central Business District, Abuja - Plot 68 1st Avenue By Shehu Shagari Way, Central Business Area",https://hotels.ng/hotels-in-abuja/central-business-district,Central Business District,,"₦16,000
                                               avg/night
                                           ",6.0 Very Good
Ojays Guest House,https://hotels.ng/hotel/1006026-ojays-guest-house-abuja,"Kaura, Abuja - 23/25 Drive 6, Phase 2 Prince And Princess Estate",https://hotels.ng/hotels-in-abuja/kaura,Kaura,,"₦19,000
                                               avg/night
                                           ",
Tenache Hotels ,https://hotels.ng/hotel/1004675-tenache-hotels-abuja,"Maitama , Abuja - No 3 Missouri Street, Off Colorado Minister's Hill Maitama Abuja.",https://hotels.ng/hotels-in-abuja/maitama,Maitama ,,"₦32,000
                                               avg/night
                                           ",
Ouupic Royal Suites,https://hotels.ng/hotel/42289-ouuppic-royal-suites-abuja,"Gwarinpa, Abuja - House 6 3rd Avenue ",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,,"₦9,000
                                               avg/night
                                           ",6.2 Very Good
New Under The Wave Hotel,https://hotels.ng/hotel/97385-under-the-wave-abuja,"Gwagwalada, Abuja - Opposite Radio House, Kutunku",https://hotels.ng/hotels-in-abuja/gwagwalada,Gwagwalada,,"₦3,500
                                               avg/night
                                           ",
Spring View Hotel,https://hotels.ng/hotel/52841-spring-view-hotel-abuja,"Wuse, Abuja - No 19 Addis Ababa Crescent ",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦12,075
                                               avg/night
                                           ",
Numero Uno Hotels ,https://hotels.ng/hotel/1003902-numero-uno-hotels-abuja,"Gwarinpa, Abuja - 95A, Sa'ad Zungur Street, 4th Avenue, Gwarinpa, Abuja",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,,"₦14,500
                                               avg/night
                                           ",
Lamonde Hotel,https://hotels.ng/hotel/1004929-lamonde-abuja,"Wuse 2, Abuja - 1 Buchanan Crescent, Off Amino Kano Crescent, Wuse, Abuja.",https://hotels.ng/hotels-in-abuja/wuse-2,Wuse 2,,"₦15,500
                                               avg/night
                                           ",
Duchess Villa Grand Hotel,https://hotels.ng/hotel/1003901-duchess-villa-grand-hotel-abuja,"Wuse 2, Abuja - 15, Mondou Street, Wuse II, Abuja",https://hotels.ng/hotels-in-abuja/wuse-2,Wuse 2,,"₦40,000
                                               avg/night
                                           ",
Boardwalk Hotel Formerly (The Concierge By Cubana ),https://hotels.ng/hotel/1015237-the-concierge-by-cubana,"Wuse 2, Abuja - 15 Kampala Street, Off Adetokunbo Ademola Crescent",https://hotels.ng/hotels-in-abuja/wuse-2,Wuse 2,,"₦35,000
                                               avg/night
                                           ",
QUALIBEST GRAND HOTEL,https://hotels.ng/hotel/1392262-qualibest-grand-hotel,"Utako, Abuja - 51 M.L. Wushishi St, Utako, District, Abuja",https://hotels.ng/hotels-in-abuja/utako,Utako,,"₦36,000
                                               avg/night
                                           ",
EXCLUSIVE SMART LOUNGE AND RESORT LTD,https://hotels.ng/hotel/1398843-exclusive-smart-lounge-and-resort-ltd,", Abuja - No 13, Zone B5, Utako District, Opposite ABC Transit, Behind FIRS Building Utako Abuja.",https://hotels.ng/hotels-in-abuja/,,,"₦8,000
                                               avg/night
                                           ",
Swiss Pearl Continental Hotel,https://hotels.ng/hotel/1437693-swiss-pearl-continental-hotel,"Wuse 2, Abuja -  No. 3 Koforidua Street, Wuse Zone 2 ",https://hotels.ng/hotels-in-abuja/wuse-2,Wuse 2,,"₦20,000
                                               avg/night
                                           ",
African Safari Hotels,https://hotels.ng/hotel/82236-african-safari-hotels-abuja,"Wuse, Abuja - Plot 16, Mekong Crescent, Off Euphrates Street,",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦8,950
                                               avg/night
                                           ",7.5 Very Good
CIJEL RESIDENCE,https://hotels.ng/hotel/995370-cijel-residence-abuja,"Area 11, Abuja - 2, Plot 888 Asaba Close, Opposite Former Le Meridien Hotel Area 11",https://hotels.ng/hotels-in-abuja/area-11,Area 11,,"₦10,200
                                               avg/night
                                           ",
Sunrise Unique Resort,https://hotels.ng/hotel/19618-sunrisehotel-abuja,"Kubwa , Abuja - Plot A64 Sunrise Road, Opp Total Fillling Station Arab Road",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa , All the services were okay except the hike in room rates...,"₦5,000
                                               avg/night
                                           ",
Keblat Hotel & Suites,https://hotels.ng/hotel/85468-keblat-hotel-suites-abuja,"Lugbe, Abuja - Plot 50, A Close, 1(W) Road, 1st Avenue, F.H.A Estate",https://hotels.ng/hotels-in-abuja/lugbe,Lugbe,,,
Vanern Residence,https://hotels.ng/hotel/1012681-vanern-residence-abuja,"Maitama, Abuja - 11 Vanern Crescent Maitama Abuja, Abuja",https://hotels.ng/hotels-in-abuja/maitama,Maitama,,"₦49,400
                                               avg/night
                                           ",
Summer Guest House,https://hotels.ng/hotel/12512-summer-guest-house-rivers,"Garki, Abuja - Plot 125 Gado Nseko Road, Abathoni",https://hotels.ng/hotels-in-abuja/garki,Garki,,"₦5,000
                                               avg/night
                                           ",
Arsenal Guest House,https://hotels.ng/hotel/1006906-arsenal-guest-house-abuja,"Kubwa, Abuja - No 144, New Mailama, Kubwa",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,"₦3,500
                                               avg/night
                                           ",7.0 Very Good
Climax Hotels,https://hotels.ng/hotel/14457-climax-hotels-abuja,"Kubwa, Abuja - Along Zuba Express Way, Zuba, Abuja, FCT",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,"₦5,000
                                               avg/night
                                           ",
Countryside Guest House,https://hotels.ng/hotel/15973-countryside-guest-house-abuja,"Kubwa, Abuja - Plot 115 117 Cadastral Zone 75, Off Gado Nasko Way Phase 2, Site 1 ",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,"₦3,500
                                               avg/night
                                           ",
Christop Hotel,https://hotels.ng/hotel/95861-christop-hotel-abuja,"Lugbe, Abuja - Opposite Premier Academy, Behind Central Bank Of Nigeria Staff Quarters, Lugbe F.H.A",https://hotels.ng/hotels-in-abuja/lugbe,Lugbe,,"₦5,700
                                               avg/night
                                           ",
Dominion Resort Limited,https://hotels.ng/hotel/1006799-dominion-resort-abuja,"Kubwa, Abuja - Plot 129 Commercial Layout, Opposite Liberty Hotel, Arab Road",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,"₦6,000
                                               avg/night
                                           ",
The Eminence Resorts Limited,https://hotels.ng/hotel/1010546-the-eminence-resorts-limited-abuja,"Nyanya, Abuja - Plot 2B, Area A New Extension, By Last Road Off Chief Palace, Abuja, Nyanya",https://hotels.ng/hotels-in-abuja/nyanya,Nyanya,,"₦2,500
                                               avg/night
                                           ",
SUPREME PLACE HOTEL,https://hotels.ng/hotel/995348-supreme-place-hotel-abuja,"Garki , Abuja - Plot 2113 Imo Crescent, Area 1",https://hotels.ng/hotels-in-abuja/garki,Garki ,,"₦8,000
                                               avg/night
                                           ",7.5 Very Good
Peace Court Hotels ,https://hotels.ng/hotel/47723-peace-court-hotels-abuja,"Wuse, Abuja - 9, Kabale Close, By Heritage House, Off Sultan Abubakar Way ",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,,
Top Rank Hotels ,https://hotels.ng/hotel/19636-top-rank-hotels-abuja,"Garki, Abuja - Plot 892 Gimbiya Street, Off Ahmadu Bello Way Garki II",https://hotels.ng/hotels-in-abuja/garki,Garki,They staff were helpful and friendly. The room was spacious and neat. I enjoyed my stay ...,"₦25,300
                                               avg/night
                                           ",
Q Palace Hotel,https://hotels.ng/hotel/47833-q-palace-hotel-abuja,"Maitama, Abuja - Plot 1507, Yedsaram Street",https://hotels.ng/hotels-in-abuja/maitama,Maitama,,,
Nando Guest Inn,https://hotels.ng/hotel/32837-nando-guest-inn-abuja,"Gwagwalada, Abuja - Along FRCN Road, By Abbatoir Curvet",https://hotels.ng/hotels-in-abuja/gwagwalada,Gwagwalada,,,6.2 Very Good
Jiepee Guest House,https://hotels.ng/hotel/69715-jiepee-guest-house-abuja,"Kubwa, Abuja - Opposite Lea Primary School",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,"₦2,700
                                               avg/night
                                           ",
The Dove Resort Ltd,https://hotels.ng/hotel/1006793-the-dove-resort-ltd-abuja,"Mabushi District, Abuja - Plot 506, After V.I.O Headquaters, Mabushi District",https://hotels.ng/hotels-in-abuja/mabushi-district,Mabushi District,,"₦8,000
                                               avg/night
                                           ",
Vilanda ,https://hotels.ng/hotel/995415-vilanda-abuja,"Kuje,, Abuja - Plot 862, Kachiyako Layout, Garki Road Kuje,","https://hotels.ng/hotels-in-abuja/kuje,","Kuje,",,"₦3,600
                                               avg/night
                                           ",
Peackastel Royal Suite,https://hotels.ng/hotel/56599-peackastel-royal-suite-abuja,"Nyanya, Abuja - Plot 2 Area A New Extension ",https://hotels.ng/hotels-in-abuja/nyanya,Nyanya,,"₦4,000
                                               avg/night
                                           ",
YETS APARTMENTS & SUITES,https://hotels.ng/hotel/998274-yets-guest-house-abuja,"Wuse 5, Abuja - 31 Khartoum Street, Zone 5, Wuse, Abuja. Nigeria.",https://hotels.ng/hotels-in-abuja/wuse-5,Wuse 5,,"₦9,200
                                               avg/night
                                           ",
Dreamland Suites,https://hotels.ng/hotel/42216-dreamland-suites-abuja,"Jabi, Abuja - No 4 Amisi Musa Street Off Alex Ekwueme Way, Opp Jabi Lake",https://hotels.ng/hotels-in-abuja/jabi,Jabi,"The check-in was fast and the hotel's receptionist was helpful. The room is spacious, clea...","₦11,500
                                               avg/night
                                           ",7.4 Very Good
Benny Rose Hotel,https://hotels.ng/hotel/91637-benny-rose-hotel-abuja,"Garki, Abuja - Number 6, Umudioka Close, Off Ngwe Close, Area 3, Garki, Abuja.",https://hotels.ng/hotels-in-abuja/garki,Garki,I must really commend this hotel as I enjoyed my stay there. Really good services were ren...,"₦52,500
                                               avg/night
                                           ",
City Capitol Hotel,https://hotels.ng/hotel/99984-city-capiltol-hotel-abuja,"Wuse, Abuja - 4 Atakpame Street, Off Ademola Adetokunbo Crescent, By IBB WaY",https://hotels.ng/hotels-in-abuja/wuse,Wuse,"Honestly speaking, I am  satisfied with everything at the hotel. On the scale of 1 to 10, ...",,
La Don Hotels,https://hotels.ng/hotel/96316-la-don-hotels-abuja,"Jabi, Abuja - No 2 Ndagi Mamudu Close Opposite Police Quaters",https://hotels.ng/hotels-in-abuja/jabi,Jabi,,"₦16,000
                                               avg/night
                                           ",
Pechez International Hotels ,https://hotels.ng/hotel/73197-pechez-intl-hotels-abuja,"Wuse, Abuja - 1 Ajesa Street Opp Drum Stix Off Aminu Kano Crescent",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦11,590
                                               avg/night
                                           ",
Musada Luxury Suites,https://hotels.ng/hotel/45438-musada-luxury-suites-abuja,"Wuse, Abuja - Plot 503, Bangui Street, Off Adetokunbo Ademola Crescent",https://hotels.ng/hotels-in-abuja/wuse,Wuse,"This hotel is  very nice, it was a perfect place to spend the night. The room was very spa...","₦8,000
                                               avg/night
                                           ",7.5 Very Good
Cosy Rest Guest House,https://hotels.ng/hotel/12523-cosy-rest-guest-house-abuja,"Gwagwalada, Abuja - Plot 9/10, Custom Layout, Opposite Gwagwalada Specialist Hospital",https://hotels.ng/hotels-in-abuja/gwagwalada,Gwagwalada,I had a wonderful night at the hotel. I really liked the warm reception I received from th...,,
Arewa Suites,https://hotels.ng/hotel/76263-arewa-suites-abuja,"Central Business District, Abuja - Samuel Adesoji Ademulegun Street, Off Central Herbert Macaulay Street",https://hotels.ng/hotels-in-abuja/central-business-district,Central Business District,,"₦10,350
                                               avg/night
                                           ",6.3 Very Good
Bayelsa State Guest House,https://hotels.ng/hotel/74689-bayelsa-state-guest-house-abuja,"Maitama, Abuja - Plot 1038, Shehu Shagari Way",https://hotels.ng/hotels-in-abuja/maitama,Maitama,"My stay in the hotel was pleasant, all the facilities were functioning and the staff were ...","₦15,500
                                               avg/night
                                           ",
Amanda Guest Inn ,https://hotels.ng/hotel/42273-amanda-guest-inn-abuja,"Wuse, Abuja - 4 Lumumbashi Street Ibrahim Abacha Estate",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦6,000
                                               avg/night
                                           ",
Peniel Apartments Abuja,https://hotels.ng/hotel/32891-peniel-apartments-abuja-abuja,"Wuse, Abuja - Plot 171 Adetokunbo Ademola Crescent, Off IBB Way,  ",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦45,000
                                               avg/night
                                           ",6.6 Very Good
Satellite Hotel Bwari,https://hotels.ng/hotel/1002134-satellite-hotel-bwari-abuja,"Bwari, Abuja - Plot 201, Ushafa Bwari Road",https://hotels.ng/hotels-in-abuja/bwari,Bwari,,,
Cijel Residence,https://hotels.ng/hotel/75762-citel-residence-abuja,"Garki, Abuja - No. 2 Asaba Close, Area11",https://hotels.ng/hotels-in-abuja/garki,Garki,,"₦9,200
                                               avg/night
                                           ",7.6 Very Good
Blumy Guest House,https://hotels.ng/hotel/65329-blumy-guest-house-abuja,"Gwarinpa, Abuja - 51/53 3rd Avenue Gwarinpa ",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,,"₦6,555
                                               avg/night
                                           ",
On-point Suites,https://hotels.ng/hotel/61948-gouba-suites-abuja,"Utako, Abuja - 16E Ekukinam Street, Utako, Abuja",https://hotels.ng/hotels-in-abuja/utako,Utako,,"₦8,000
                                               avg/night
                                           ",
Madugu Hotels ,https://hotels.ng/hotel/44365-madugu-hotels-luxury-apartments-abuja,"Jabi, Abuja -  18 Ebitu Ukiwe Street Jabi",https://hotels.ng/hotels-in-abuja/jabi,Jabi,,,
Febson Hotels,https://hotels.ng/hotel/45533-febson-hotels-abuja,"Wuse, Abuja - Plot 2425 Herbert Macaulay Way",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦16,000
                                               avg/night
                                           ",
Hotel De Lamitel Annex,https://hotels.ng/hotel/79456-hotel-de-lamitel-annex-abuja,"Kado Kuchi, Abuja - Behind Banex Fly Over, Kado New Gwarinpa Road, F.C.T, Abuja.",https://hotels.ng/hotels-in-abuja/kado-kuchi,Kado Kuchi,,"₦7,500
                                               avg/night
                                           ",7.6 Very Good
Ayalla Hotels,https://hotels.ng/hotel/83398-ayalla-hotels-abuja,"Garki, Abuja - Off Ahmadu Bello Way,garki Area 11,ibi Close Behind Kia Motors,abuja.",https://hotels.ng/hotels-in-abuja/garki,Garki,,"₦49,000
                                               avg/night
                                           ",6.2 Very Good
LEZSCO LUXURY APARTMENT HOTEL,https://hotels.ng/hotel/98555-lezsco-luxury-apartments-abuja,"Asokoro, Abuja - 14, Otuoke Street, Asokoro Zone D, Off Gimbiya Street, Area 11 (Formerly 56, Onitsha Crescent ) Abuja.",https://hotels.ng/hotels-in-abuja/asokoro,Asokoro,"Lezsco Apartment is a place to be, anytime! The environment is nice, cool and serene. The ...","₦52,000
                                               avg/night
                                           ",
Jabu Guest Inn,https://hotels.ng/hotel/1010559-jabu-guest-inn-abuja,"Abuja, Abuja - Zhaji Jabu, Abuja",https://hotels.ng/hotels-in-abuja/abuja,Abuja,,,
Pine Crest  Exclusive Hotel And Suites,https://hotels.ng/hotel/34841-pine-crest-exclusive-hotel-and-suites-abuja,"Garki, Abuja - 2 Ringim Close  Off Yola Street, Area 7",https://hotels.ng/hotels-in-abuja/garki,Garki,,,
Grandview Suite & Night Club,https://hotels.ng/hotel/47878-grandview-suite-night-club-abuja,"Nyanya, Abuja - Plot 148 Phase 1 ",https://hotels.ng/hotels-in-abuja/nyanya,Nyanya,,"₦2,500
                                               avg/night
                                           ",
Jubilee Conference Centre Annex,https://hotels.ng/hotel/1012802-jubilee-conference-centre-abuja,"Jahi, Abuja - Plot 455 Jahi District, Beside Canada Garden Centre, Opposite Cherryfield Nursery And Primary School, Jahi, Abuja",https://hotels.ng/hotels-in-abuja/jahi,Jahi,,,
Ellicot Citi Suites,https://hotels.ng/hotel/96487-ellicot-citi-suites-abuja,"Kubwa, Abuja - Plot CD1 Extention III FCDA Scheme",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,"₦7,500
                                               avg/night
                                           ",
New Nalex Hotel,https://hotels.ng/hotel/42539-new-nalex-hotel-abuja,"Gwagwalada, Abuja - Plot 6-8 FRCN Road",https://hotels.ng/hotels-in-abuja/gwagwalada,Gwagwalada,,"₦7,500
                                               avg/night
                                           ",
 Palasa Guest Inn,https://hotels.ng/hotel/47771-palasa-guest-inn-abia,"Gwagwalada, Abuja - Plot 1 GRV, Old Market Road, New Kutunku",https://hotels.ng/hotels-in-abuja/gwagwalada,Gwagwalada,,"₦3,000
                                               avg/night
                                           ",
Hallal Hotel,https://hotels.ng/hotel/93878-mevito-suites-abuja,"Gwagwalada, Abuja - Plot 723, Gwagwalada Expansion Layout FRCN Road",https://hotels.ng/hotels-in-abuja/gwagwalada,Gwagwalada,,,
Better Life Hotel,https://hotels.ng/hotel/78663-better-life-hotel-abuja,"Mpape, Abuja - 13, Ibrahim Gima Way, Off Julius Berger Quarry, Mpape, Abuja ",https://hotels.ng/hotels-in-abuja/mpape,Mpape,,"₦3,500
                                               avg/night
                                           ",
Lamond Hotels,https://hotels.ng/hotel/27743-lamond-hotels-abuja,"Wuse, Abuja - 1 Buchanan Crescent",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦18,400
                                               avg/night
                                           ",
Princess Suites,https://hotels.ng/hotel/41598-princess-suites-abuja,"Wuse, Abuja - Plot 1760/N0 53, Lome Street, Zone 7",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦10,200
                                               avg/night
                                           ",
 Casa Estrella Hotel,https://hotels.ng/hotel/1001858-casa-estrella-hotel-abuja,"Maitama, Abuja - Plot 2, Sakuru Close, Off Rima Street, By El-Amin Int'l School And Signature House",https://hotels.ng/hotels-in-abuja/maitama,Maitama,,"₦18,000
                                               avg/night
                                           ",
Vines Hotel,https://hotels.ng/hotel/1006857-vines-hotel-abuja,"Durumi, Abuja - 1104, Mohammed N. Umar Lane, Durumi",https://hotels.ng/hotels-in-abuja/durumi,Durumi,,"₦23,000
                                               avg/night
                                           ",
New Golden Hotel,https://hotels.ng/hotel/26479-new-golden-hotel-abia,"Wuse, Abuja - 21 Kigoma Street, Wuse Zone 7",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦12,960
                                               avg/night
                                           ",
WAXRIDE RESIDENCE,https://hotels.ng/hotel/69692-waxride-residence-abuja,"Life Camp, Abuja - Plot 728 Olu Agabi Close, By Tak Continental Estate, Life Camp Abuja",https://hotels.ng/hotels-in-abuja/life-camp,Life Camp,,"₦28,750
                                               avg/night
                                           ",
Champions Lodge,https://hotels.ng/hotel/1241554-champion,"Asokoro, Abuja - Plot 3347 Justice Lawal Uwais Street",https://hotels.ng/hotels-in-abuja/asokoro,Asokoro,,"₦25,000
                                               avg/night
                                           ",
Z'bass Lounge And Bar,https://hotels.ng/hotel/1391734-zbass-lounge-and-bar," Gwagwalada, Abuja - Z'bass Lounge And Bar Before Gwagwalada Area Council, Gwagwalada",https://hotels.ng/hotels-in-abuja/gwagwalada, Gwagwalada,,"₦6,000
                                               avg/night
                                           ",
Capitol Suites,https://hotels.ng/hotel/65576-capitol-suites-gwagwalada-abuja-abuja,"Gwagwalada, Abuja - Behind Madonna N/P School Phase III",https://hotels.ng/hotels-in-abuja/gwagwalada,Gwagwalada,,"₦5,500
                                               avg/night
                                           ",
The Manal Hotel & Resort,https://hotels.ng/hotel/1393554-manal-hotel,"Utako, Abuja - Plot 1001, Ibrahim Tahir Lane, Off Shehu Musa Yaradua Way Abuja",https://hotels.ng/hotels-in-abuja/utako,Utako,,"₦27,000
                                               avg/night
                                           ",
Saabhi's Place,https://hotels.ng/hotel/1392177-saabhis-place,"Wuye, Abuja - Plot 1191, Off Reuben Okoya Crescent, Wuye District, Abuja",https://hotels.ng/hotels-in-abuja/wuye,Wuye,,"₦19,000
                                               avg/night
                                           ",
Ozidu House,https://hotels.ng/hotel/1242731-ozidu-house,"Maitama, Abuja - No 24 Osun Crescent Maitama",https://hotels.ng/hotels-in-abuja/maitama,Maitama,,"₦40,000
                                               avg/night
                                           ",
THE STATEMENT HOTEL,https://hotels.ng/hotel/1391665-the-statement-hotel,"Central Business District, Abuja - Plot 1002, 1st Avenue By Shehu Shagari Way, Opposite The Federal High Court Headquarters, Central Business District Abuja.",https://hotels.ng/hotels-in-abuja/central-business-district,Central Business District,,"₦40,000
                                               avg/night
                                           ",
Afri Hotels,https://hotels.ng/hotel/91935-afri-hotels-abuja,"Central Business District, Abuja - Plot 281 Herbert Macaulay Way, Opposite National Defense College",https://hotels.ng/hotels-in-abuja/central-business-district,Central Business District,My stay was pretty okay at the hotel. I was well received by the staff. The room I was tak...,"₦7,000
                                               avg/night
                                           ",6.2 Very Good
Dera International Hotel Limited ,https://hotels.ng/hotel/34291-dera-international-hotel-limited-abuja,"Kuje, Abuja - Along Prison Road, Kuje Area Council, Kuje, Abuja ",https://hotels.ng/hotels-in-abuja/kuje,Kuje,,"₦3,500
                                               avg/night
                                           ",
Leredo Hotel,https://hotels.ng/hotel/28622-leredo-hotel-abuja,"Mpape, Abuja - Julius Berger Quarry, Along Jikoko Road, Amac, Mpape, Abuja ",https://hotels.ng/hotels-in-abuja/mpape,Mpape,,"₦2,000
                                               avg/night
                                           ",
Icon Valley Accommodation,https://hotels.ng/hotel/14819-icon-valley-accomadation-abuja,"Utako, Abuja - 56, Anthony Enahero Street",https://hotels.ng/hotels-in-abuja/utako,Utako,,"₦8,500
                                               avg/night
                                           ",
Rami Guest Inn,https://hotels.ng/hotel/1007094-rami-guest-inn-abuja," Zuba, Abuja - Zuba Road, Opposite Peace Park",https://hotels.ng/hotels-in-abuja/zuba, Zuba,,,7.6 Very Good
Silver Gate Hotels,https://hotels.ng/hotel/74625-silver-gate-hotels-abuja,"Lugbe, Abuja - Federal Housing Authority Estate, Phase 2, Behind NEPA Office",https://hotels.ng/hotels-in-abuja/lugbe,Lugbe,,,
Optimal Hotel,https://hotels.ng/hotel/45998-optimal-hotel-abuja,"Garki, Abuja - Plot 2005 Owo Close Behind Nipost Area 10",https://hotels.ng/hotels-in-abuja/garki,Garki,,"₦9,000
                                               avg/night
                                           ",
Odaka Hotels Limited,https://hotels.ng/hotel/16283-odaka-hotels-limited-abuja,"Kubwa, Abuja - 47 Assemblies Of God Church Road, Near Road Safety Office, Off Hamza Abdullahi Road, Gbazango",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,"₦3,500
                                               avg/night
                                           ",
Dokidiri Hotel Limited,https://hotels.ng/hotel/37723-dokidiri-hotel-limited-abuja,"Karu, Abuja - 1 Jikwoyi Road, Next To Karu Market Opposite  Karu Primary School",https://hotels.ng/hotels-in-abuja/karu,Karu,,,
Akwa Ibom Guest House ,https://hotels.ng/hotel/997830-akwa-ibom-guest-suites-abuja,"Central Business District, Abuja - Plot 816 Central Area, Abuja",https://hotels.ng/hotels-in-abuja/central-business-district,Central Business District,,,
Gayyata Hotels & Garden,https://hotels.ng/hotel/87671-gayyata-hotels-garden-abuja,"Kubwa, Abuja - 2:1 New Site, Opposite Veteran Plaza",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,"₦4,500
                                               avg/night
                                           ",
Ouppic Lodge,https://hotels.ng/hotel/1006865-ouppic-lodge-abuja,"Gwarinpa, Abuja -  House 6 ,3rd Avenue, Gwarimpa",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,,"₦10,000
                                               avg/night
                                           ",
Pinda Valley Resort,https://hotels.ng/hotel/54768-pinda-valley-resort-abuja,"Garki, Abuja - 32 Oke Agba Street Off S.L Akintola Boulevard Garki 2",https://hotels.ng/hotels-in-abuja/garki,Garki,,"₦6,000
                                               avg/night
                                           ",
Bellagio Hotels,https://hotels.ng/hotel/75618-bellagio-hotels-abuja,"Wuse, Abuja - No 5 Libreville Street Off Aminu Kano Crescent",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦10,700
                                               avg/night
                                           ",
