Hotel_Title,Title_URL,Like,Address,Address_URL,City,Review_Text,Price,Rating,Number
"3 Bedroom Luxury Apartment At Circle Mall Rd, Lekki",https://hotels.ng/hotel/1396192-3-bedroom-luxury-apartment-at-circle-mall-rd-lekki,"
                                           
                                           2 people like this hotel ","Lekki, Lagos - Circle Mall Road, Osapa, Lekki",https://hotels.ng/hotels-in-lagos/lekki,Lekki,,"₦66,000
                                               avg/night
                                           ",,
2 Bedroom Shortlet Apartment At Eko Atlantic,https://hotels.ng/hotel/1396193-2-bedroom-shortlet-apartment-at-eko-atlantic,"
                                           
                                           2 people like this hotel ","Victoria Island, Lagos - Eko Atlantic",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,,"₦120,000
                                               avg/night
                                           ",,
Napolitan Palace Stones Hotel,https://hotels.ng/hotel/1396194-napolitan-palace-stones-hotel,"
                                           
                                           1 like","Lagos , Lagos - 1, Church Street, Beside Airforce Base Shasha ",https://hotels.ng/hotels-in-lagos/lagos,Lagos ,,,,
4 Bedroom Detached Duplex At Lekki Phase 1,https://hotels.ng/hotel/1396195-4-bedroom-detached-duplex-at-lekki-phase-1,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - Lekki Phase 1",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦160,000
                                               avg/night
                                           ",,
Cosy And Feel Like Home,https://hotels.ng/hotel/1396250-cosy-and-feel-like-home,"
                                           
                                           1 like",", Lagos - 20, Oremeta Street, Ikeja Lagos, Nigeria.",https://hotels.ng/hotels-in-lagos/,,,,,
Lifestyle18,https://hotels.ng/hotel/1396338-lifestyle18,"
                                           
                                           1 like",", Lagos - 50 Gbangbala Street, Ikate Elegushi, Lekki, Lagos.",https://hotels.ng/hotels-in-lagos/,,,,,
C,https://hotels.ng/hotel/1396869-c,"
                                           
                                           1 like",", Lagos - 20, Oremeta Street, Ikeja Lagos, Nigeria.",https://hotels.ng/hotels-in-lagos/,,,,,
THE DOMAIN LAGS,https://hotels.ng/hotel/1397141-the-domain-lags,"
                                           
                                           1 like",", Lagos - 2B Waziri Ibrhim",https://hotels.ng/hotels-in-lagos/,,,,,
OT Suites And Pods,https://hotels.ng/hotel/1397288-ot-suites-and-pods,"
                                           
                                           1 like",", Lagos - 5a, Samuel Adedoyin Street, VI, Lagos. ",https://hotels.ng/hotels-in-lagos/,,,,,
Abramovich Hotel Anthony,https://hotels.ng/hotel/1397364-abramovich-hotel-anthony,"
                                           
                                           1 like",", Lagos - 30,Oseni Street, 2 Sanni Lane ,off Anthony Street, Directly Opposite Gtbank Anthony.",https://hotels.ng/hotels-in-lagos/,,,,,
MELBOURNE LUXURY APARTMENT ,https://hotels.ng/hotel/1397779-melbourne-luxury-apartment,"
                                           
                                           1 like",", Lagos - 1 AYOLA COKE  CRESCENT ,IKEJA GRA",https://hotels.ng/hotels-in-lagos/,,,,,
"21st Century Apartment At Oniru, VI",https://hotels.ng/hotel/1397781-21st-century-apartment-at-oniru-vi,"
                                           
                                           1 like","VICTORIA ISLAND , Lagos - Oniru, Victoria Island",https://hotels.ng/hotels-in-lagos/victoria-island,VICTORIA ISLAND ,,"₦70,000
                                               avg/night
                                           ",,
The Milverton Apartment,https://hotels.ng/hotel/1397783-the-milverton-apartment,"
                                           
                                           2 people like this hotel ","Lekki, Lagos - Flat 3G Milverton Estate Osapa London, Lekki",https://hotels.ng/hotels-in-lagos/lekki,Lekki,,"₦40,000
                                               avg/night
                                           ",,
S & S Castlebrook Apartment,https://hotels.ng/hotel/1397786-s-s-castlebrook-apartment,"
                                           
                                           2 people like this hotel ","Lekki, Lagos - Prince Samuel Adedoyin Ikate Lekki",https://hotels.ng/hotels-in-lagos/lekki,Lekki,,"₦50,000
                                               avg/night
                                           ",,
The Dernier Apartment,https://hotels.ng/hotel/1397788-the-dernier,"
                                           
                                           2 people like this hotel ","Eti Osa, Lagos - 9 Modupe Odunlami Street, Maroko, Eti Osa",https://hotels.ng/hotels-in-lagos/eti-osa,Eti Osa,,"₦60,000
                                               avg/night
                                           ",,
Lakowe Lakes & Golf Resort Estate Apartment,https://hotels.ng/hotel/1397789-lakowe-lakes-golf-resort-estate-apartment,"
                                           
                                           1 like","Lekki-Epe , Lagos - Lekki-Epe Expressway",https://hotels.ng/hotels-in-lagos/lekki-epe,Lekki-Epe ,,"₦37,000
                                               avg/night
                                           ",,
The Redmenn Apartments ,https://hotels.ng/hotel/1397790-the-redmenn-apartments,"
                                           
                                           2 people like this hotel ","Victoria Island, Lagos - Plot 3 Block B T.Y Danjuma Street Dideolu Estate",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,,"₦38,000
                                               avg/night
                                           ",,
Titanic Ocean View Hotel,https://hotels.ng/hotel/1397793-titanic-ocean-view-hotel,"
                                           
                                           1 like",", Lagos - 26 Marwa Road,  Satellite Town, Ijegun Waterside ",https://hotels.ng/hotels-in-lagos/,,,,,
RONTEX18,https://hotels.ng/hotel/1397796-rontex18,"
                                           
                                           1 like",", Lagos - 47/49 SHABA OJO STREET, OFF LASU-IGANDO ROAD, IGANDO, LAGOS STATE",https://hotels.ng/hotels-in-lagos/,,,,,
PREMIUM TRANSFORMATION,https://hotels.ng/hotel/1397799-premium-transformation,"
                                           
                                           1 like",", Lagos - 7B Godwin Omene Street, Lekki Phase 1",https://hotels.ng/hotels-in-lagos/,,,,,
38 Hotels & Suites ,https://hotels.ng/hotel/1397803-38-hotels-suites,"
                                           
                                           1 like",", Lagos - No 18 Calabar Street Off Adisa Bashua Off Adelabu Street Masha  Surulere ",https://hotels.ng/hotels-in-lagos/,,,,,
Esu,https://hotels.ng/hotel/1397804-esu,"
                                           
                                           1 like",", Lagos - No 7 Adekunjo Street Ikotun ",https://hotels.ng/hotels-in-lagos/,,,,,
Esu Hotel,https://hotels.ng/hotel/1397805-esu-hotel,"
                                           
                                           1 like",", Lagos - No 7 Adekunjo Street Ikotun ",https://hotels.ng/hotels-in-lagos/,,,,,
Brytom Suites And Garden,https://hotels.ng/hotel/1397809-brytom-suites-and-garden,"
                                           
                                           1 like",", Lagos - Km 47 Lekki Epe Express Way At Farm Bus Stop Beside Arowolo Filling Station, Opposite Haret Plaza, Sangotedo, Ajah. Sangotedo",https://hotels.ng/hotels-in-lagos/,,,,,
Kayfar International Hotel,https://hotels.ng/hotel/1397810-kayfar-international-hotel,"
                                           
                                           1 like",", Lagos - Imuti Road,Ita Oluwo",https://hotels.ng/hotels-in-lagos/,,,,,
S.ea Experience ,https://hotels.ng/hotel/1398069-sea-experience,"
                                           
                                           1 like",", Lagos - 16, Fola Osibo, Lekki Phase 1 ",https://hotels.ng/hotels-in-lagos/,,,,,
Tom Hotels And Suites,https://hotels.ng/hotel/1398568-tom-hotels-and-suites,"
                                           
                                           1 like",", Lagos - Ikotun Igando Road,Bakare Bus Stop",https://hotels.ng/hotels-in-lagos/,,,,,
Olive Logic Luxury Homes,https://hotels.ng/hotel/1398656-olive-logic-luxury-homes,"
                                           
                                           2 people like this hotel ","Amuwo-Odofin, Lagos - Plot 3640 Kofo Kasumu Street, Lakeview Estate Phase 1, Amuwo Odofin",https://hotels.ng/hotels-in-lagos/amuwo-odofin,Amuwo-Odofin,,"₦25,000
                                               avg/night
                                           ",,
Jay Hilton Hotel And Suites,https://hotels.ng/hotel/1398657-jay-hilton-hotel-and-suites,"
                                           
                                           1 like",", Lagos - 37 Libya Street, Barnawa, Kaduna",https://hotels.ng/hotels-in-lagos/,,,,,
THE S.EA EXPERIENCE ,https://hotels.ng/hotel/1398689-the-sea-experience,"
                                           
                                           2 people like this hotel ","Lekki Phase 1, Lagos - No 16 Fola Osibo, Lekki Phase 1",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,,"₦85,000
                                               avg/night
                                           ",,
TOC HOUSE,https://hotels.ng/hotel/1398690-toc-house,"
                                           
                                           1 like",", Lagos - 6 DELE ADEDEJI, OFF DUROSIMI ETTI RD, LEKKI PHASE 1.",https://hotels.ng/hotels-in-lagos/,,,,,
The Lodge By Kabachi,https://hotels.ng/hotel/1398693-the-lodge-by-kabachi,"
                                           
                                           1 like",", Lagos - 3b Adekunle Lawal (formerly Bedewel)",https://hotels.ng/hotels-in-lagos/,,,,,
BAKERS SUITES,https://hotels.ng/hotel/1398701-bakers-suites,"
                                           
                                           1 like","Ikeja, Lagos -  4 Yinusa Adeniji Street Off Toyin Street Ikeja",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,,,,
Supreme Magic,https://hotels.ng/hotel/1398706-supreme-magic,"
                                           
                                           2 people like this hotel ","Egbe, Lagos - 24 Liasu Road By Olojo Bus Stop Egbe",https://hotels.ng/hotels-in-lagos/egbe,Egbe,,"₦5,500
                                               avg/night
                                           ",,
Hotel Marvel & Suite,https://hotels.ng/hotel/1398707-hotel-marvel-suite,"
                                           
                                           2 people like this hotel ","Igando, Lagos - 2 Chrisbee Street Igando",https://hotels.ng/hotels-in-lagos/igando,Igando,,"₦6,500
                                               avg/night
                                           ",,
Jaedon  Court,https://hotels.ng/hotel/1398731-jaedon-court,"
                                           
                                           2 people like this hotel ","Oniru Estate,vi, Lagos - Plot 41, Ihuntayi Street, Oniru","https://hotels.ng/hotels-in-lagos/oniru-estate,vi","Oniru Estate,vi",,"₦100,000
                                               avg/night
                                           ",,
Grace Court Pent House,https://hotels.ng/hotel/1398732-grace-court-pent-house,"
                                           
                                           2 people like this hotel ","Victoria Island, Lagos - Flat 12, Grace Court,Dideolu Estate, Victoria Island",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,,"₦65,000
                                               avg/night
                                           ",,
